Released;Movie;Weekend;US Gross;Worldwide Gross;Budget;Type
02/04/2005;Boogeyman;19020655;46752382;67192859;20000000;Original
10/10/1997;Boogie Nights;50168;26410771;43111725;15000000;Original
10/27/2000;Book of Shadows: Blair Witch 2;13223887;26421314;47721314;15000000;Original
01/01/1940;Boom Town;NULL;9172000;NULL;2000000;Original
07/01/1992;Boomerang;13640706;70052444;131052444;42000000;Original
11/03/2006;Borat;26455463;128505958;261572744;18000000;TV
12/20/1989;Born on the Fourth of July;172021;70001698;NULL;14000000;Adapted
02/21/1996;Bottle Rocket;124118;407488;NULL;5000000;Cartoon
11/17/2000;Bounce;11423716;36805288;53425292;35000000;Original
10/04/1996;Bound;900902;3802260;6300000;4500000;Original
04/16/1993;Bound by Honor;NULL;4496583;NULL;35000000;Original
08/13/1999;Bowfinger;18062550;66458769;98699769;55000000;Original
10/11/2002;Bowling for Columbine;209148;21576018;58576018;3000000;Real Events
03/24/2006;Boynton Beach Club;54374;3127472;NULL;2900000;Original
06/16/2000;Boys and Girls;7008950;21799652;NULL;16000000;Original
10/08/1999;Boys Don't Cry;73720;11540607;20741000;2000000;Original
07/12/1991;Boyz n the Hood;10023462;56190094;NULL;6500000;Original
02/12/1993;Braindead;NULL;242623;NULL;3000000;Original
09/30/1983;Brainstorm;1196965;8921050;NULL;15000000;Adapted
09/10/2010;Bran Nue Dae;23527;113568;6352060;6750000;Musical
05/24/1995;Braveheart;12908202;75545647;209000000;72000000;Real Events
12/18/1985;Brazil;30099;9929135;NULL;15000000;Original
05/02/1997;Breakdown;12307128;50159144;NULL;36000000;Original
09/17/1999;Breakfast of Champions;42326;178287;NULL;12000000;Adapted
05/14/2004;Breakin' All the Rules;5088577;12232382;12512317;9000000;Original
03/31/2006;Brick;83574;2075743;4087493;450000;Original
02/11/2005;Bride & Prejudice;385848;6601079;22064531;7000000;Adapted
10/16/1998;Bride of Chucky;11830855;32404188;50692188;25000000;Original
01/09/2009;Bride Wars;21058173;58715510;115150424;30000000;Original
05/13/2011;Bridesmaids;26247410;169106725;288678914;32500000;Original
02/16/2007;Bridge to Terabithia;22564612;82234139;136934139;25000000;Adapted
11/12/2004;Bridget Jones: The Edge Of Reason;8684055;40203020;263894551;50000000;Adapted
04/13/2001;Bridget Jones's Diary;10733933;71500556;281527158;25000000;Adapted
04/06/2001;Brigham City;103629;852206;NULL;1000000;Original
04/01/1988;Bright Lights, Big City;5126791;16118077;NULL;25000000;Adapted
09/18/2009;Bright Star;189703;4444637;14344637;8500000;Real Events
08/26/2011;Brighton Rock;32774;229653;NULL;11000000;Adapted
08/25/2000;Bring it On;17362105;68353550;90453550;10000000;Original
03/07/2003;Bringing Down the House;31101026;132675402;164675402;20000000;Original
10/22/1999;Bringing Out The Dead;6193052;16640210;NULL;32000000;Adapted
12/09/2005;Brokeback Mountain;547425;83043761;174097801;13900000;Adapted
02/09/1996;Broken Arrow;15583510;70645997;148345997;65000000;Original
07/02/1999;Broken Vessels;3722;15030;85343;600000;Original
05/11/2007;Brooklyn Rules;41811;458232;NULL;8000000;Original
03/05/2010;Brooklyn's Finest;13350299;27163593;37563547;17000000;Remake
07/20/2001;Brother;60029;450594;1338961;12000000;Original
12/04/2009;Brothers;9527848;28544157;36836544;26000000;Remake
10/11/2002;Brown Sugar;10738882;27362712;28315272;8000000;Original
05/23/2003;Bruce Almighty;67953330;242704995;483473962;81000000;Original
09/19/2003;Bubba Ho-Tep;35636;1239183;NULL;1000000;Adapted
01/27/2006;Bubble;70664;145382;NULL;1600000;Original
08/24/2001;Bubble Boy;2038349;5002310;NULL;13000000;Original
06/26/1998;Buffalo '66;39555;2380606;NULL;1500000;Original
07/25/2003;Buffalo Soldiers;30977;353743;NULL;15000000;Adapted
07/31/1992;Buffy the Vampire Slayer;4515541;14231669;NULL;7000000;Original
05/25/2007;Bug;3245556;7006708;NULL;4000000;Adapted
04/16/2003;Bulletproof Monk;8653542;23010607;NULL;52000000;Comics
07/13/2001;Bully;47502;510092;1010092;2100000;Adapted
05/15/1998;Bulworth;141816;26528684;29203383;30000000;Original
11/24/2010;Burlesque;11947744;39440655;89657398;55000000;Original
09/12/2008;Burn After Reading;19128001;60355347;163415735;37000000;Original
07/07/2000;But I'm a Cheerleader;60410;2205627;2595216;1200000;Original
08/31/1984;C.H.U.D.;1762922;4700000;NULL;1250000;Original
05/28/1969;C'era una volta il West;NULL;5321508;NULL;5000000;Original
03/26/2010;Ca$h;16469;46488;46488;7000000;Original
09/12/2003;Cabin Fever;8633585;21158188;30553394;1500000;Original
12/23/2005;Cache;57010;3647381;17147381;8000000;Original
07/25/1980;Caddyshack;3142689;39846344;NULL;6000000;Original
12/05/2008;Cadillac Records;3445559;8138000;NULL;12000000;Real Events
10/10/2008;Call+Response;5543;212989;NULL;200000;Real Events
07/18/2007;Cama adentro;NULL;200433;NULL;800000;Original
07/16/2004;Camping Sauvage;210676;3479302;NULL;4600000;Original
06/12/1998;Can't Hardly Wait;8025910;25358996;NULL;10000000;Original
01/01/1980;Can't Stop the Music;NULL;2000000;NULL;20000000;Original
11/15/1991;Cape Fear;10261025;79091969;182291969;35000000;Remake
09/23/2009;Capitalism: A Love Story;231964;14363397;14678228;20000000;Real Events
09/30/2005;Capote;324857;28750530;49233161;7000000;Real Events
07/22/2011;Captain America: The First Avenger;65058524;176654505;368604473;140000000;Comics
08/17/2001;Captain Corelli's Mandolin;7209345;25528495;62097495;57000000;Adapted
01/01/1978;Caravans;NULL;1000000;NULL;14000000;Adapted
10/15/2010;Carlos;20006;145526;NULL;18000000;Real Events
11/16/1976;Carrie;NULL;25878153;NULL;1800000;Adapted
06/09/2006;Cars;60119509;244082982;461923762;70000000;Original
06/24/2011;Cars 2;66135507;191450875;559850875;200000000;Original
08/11/2006;Casa de Areia;31405;539285;1178175;3750000;Original
01/23/1943;Casablanca;NULL;10462500;NULL;1039000;Adapted
10/01/2010;Case 39;5350570;13261851;29302804;27000000;Original
11/22/1995;Casino;9946480;42438300;110400000;52000000;Adapted
12/17/2010;Casino Jack;34528;2039869;2080869;12500000;Real Events
04/28/1967;Casino Royale;NULL;22744718;41744718;12000000;Adapted
11/17/2006;Casino Royale;40833156;167365000;596365000;102000000;Adapted
05/26/1995;Casper;22091975;100328194;282300000;55000000;TV
12/22/2000;Cast Away;28883406;233632142;427230516;85000000;Original
09/20/1958;Cat on a Hot Tin Roof;NULL;17570324;NULL;3000000;Adapted
11/16/1942;Cat People;NULL;4000000;8000000;134000;Original
04/02/1982;Cat People;1617636;7000000;21000000;12500000;Remake
10/27/2006;Catch a Fire;2026997;4299773;5699773;14000000;Real Events
12/25/2002;Catch Me if You Can;30082000;164606800;351106800;52000000;Adapted
02/06/2004;Catch That Kid;5824860;16703799;16930762;18000000;Remake
06/24/1970;Catch-22;NULL;24911670;NULL;18000000;Adapted
07/04/2001;Cats & Dogs;21707617;93375151;200700000;60000000;Original
07/30/2010;Cats & Dogs: The Revenge of Kitty Galore;12279363;45539292;114979922;85000000;Original
03/26/1997;Cats Don't Dance;939781;3588602;NULL;32000000;Original
07/23/2004;Catwoman;16728411;40202379;82145379;100000000;Comics
05/26/2006;Cavite;12726;70071;71644;7000;Original
08/11/2000;Cecil B. Demented;127141;1276984;1953882;10000000;Original
11/20/1998;Celebrity;1588013;5078660;6200000;12000000;Original
09/10/2004;Cellular;10100571;32003620;56403620;45000000;Original
05/12/2000;Center Stage;4604621;17200925;NULL;18000000;Original
11/20/1998;Central do Brasil;35710;5969553;17006158;2900000;Original
08/27/2010;Centurion;42826;123570;6623570;15000000;Original
06/29/2007;Chacun sa nuit;4515;18435;NULL;1900000;Original
10/01/2010;Chain Letter;138788;205842;635842;3000000;Original
08/02/1996;Chain Reaction;7545944;21226204;60209334;55000000;Original
03/13/1998;Chairman of the Board;181233;306715;NULL;7000000;Original
10/24/2008;Changeling;489015;35739802;113805580;55000000;Original
04/12/2002;Changing Lanes;17128062;66790248;NULL;45000000;Original
09/25/1981;Chariots of Fire;68907;57159946;NULL;5500000;Real Events
07/15/2005;Charlie and the Chocolate Factory;56178450;206459076;474459076;150000000;Remake
07/30/2010;Charlie St. Cloud;12381585;31206263;48478084;44000000;Adapted
12/21/2007;Charlie Wilson's War;9656250;66661095;119512771;75000000;Adapted
11/03/2000;Charlie's Angels;40128550;125305545;259736090;90000000;TV
06/27/2003;Charlie's Angels: Full Throttle;37634221;100814328;227200000;120000000;TV
12/15/2006;Charlotte's Web;11457353;82985708;143985708;82500000;Adapted
09/27/2002;Charly;56900;814666;NULL;950000;Adapted
04/04/1997;Chasing Amy;52446;12006514;15155095;250000;Original
01/09/2004;Chasing Liberty;6081483;12189514;12291975;23000000;Original
04/16/2003;Chasing Papi;2404557;6126237;12657377;9000000;Original
12/25/2003;Cheaper by the Dozen;27557647;138614544;189714544;40000000;Remake
12/21/2005;Cheaper by the Dozen 2;9309387;82571173;135015330;60000000;Remake
06/26/2009;Cheri;405701;2715657;NULL;23000000;Adapted
12/27/2002;Chicago;2074929;170687518;307687518;30000000;Musical
11/04/2005;Chicken Little;40049778;135386665;314432738;60000000;Original
06/21/2000;Chicken Run;17506162;106793915;227793915;42000000;Original
11/09/1988;Child's Play;6583963;33244684;44196684;9000000;Original
11/09/1990;Child's Play 2;10718520;26904572;34166572;13000000;Original
12/25/2006;Children of Men;501003;35552383;69450202;76000000;Adapted
09/01/1999;Chill Factor;5810531;11263966;NULL;34000000;Original
05/05/2006;Chinjeolhan geumjassi;9850;211667;23471871;4500000;Original
03/26/2010;Chloe;900688;3075255;9675172;13000000;Original
12/15/2000;Chocolat;157624;71309760;152500343;25000000;Adapted
09/16/2005;Chocolate: Deep Dark Secrets;38000;49000;1549000;1000000;Original
11/24/2004;Christmas with the Kranks;21570867;73701902;96501902;50000000;Adapted
02/03/2012;Chronicle;22004098;63774611;120674611;12000000;Original
07/14/2000;Chuck&Buck;72831;1055671;1157672;250000;Original
01/17/2003;Cidade de Deus;88292;7563397;28763397;3300000;Adapted
02/15/1950;Cinderella;NULL;85000000;NULL;2900000;Adapted
06/03/2005;Cinderella Man;18320205;61649911;108539911;88000000;Real Events
08/26/2011;Circumstance;43318;454121;NULL;900000;Original
10/23/2009;Cirque du Freak: The Vampire's Assistant;6293205;14046595;34372469;40000000;Adapted
09/06/2002;City by the Sea;8935426;22433915;NULL;40000000;Adapted
02/16/1996;City Hall;8012442;20278055;33300000;40000000;Original
04/10/1998;City of Angels;15369048;78750909;198750909;55000000;Remake
10/10/2008;City of Ember;3129473;7871693;11817059;38000000;Adapted
04/25/2003;City of Ghosts;30547;325491;NULL;17500000;Original
05/11/2011;City of Life and Death
;5610;122558;20122558;12000000;Real Events
08/29/2003;Civil Brand;99296;254293;NULL;500000;Original
03/07/2008;CJ7;49770;206678;47300771;20000000;Original
06/12/1981;Clash of the Titans;6580742;30000000;44400000;15000000;Adapted
04/02/2010;Clash of the Titans;61235105;163214888;493214888;125000000;Remake
08/20/1982;Class of 1984;597693;6965361;NULL;3250000;Original
09/25/1998;Clay Pigeons;167364;1793359;2256606;8000000;Original
04/28/2006;Clean;14953;138711;NULL;10000;Original
08/03/1994;Clear and Present Danger;20348017;122012656;207500000;62000000;Adapted
06/12/1963;Cleopatra;NULL;48000000;62000000;44000000;Real Events
10/19/1994;Clerks;NULL;3073428;3894240;27000;Original
07/21/2006;Clerks II;10061132;24148068;25894473;5000000;Original
06/23/2006;Click;40011365;137355633;237555633;82500000;Original
05/28/1993;Cliffhanger;20458022;84049211;255000000;65000000;Original
03/29/2002;Clockstoppers;10108333;36985501;38788828;26000000;Original
11/16/1977;Close Encounters of the Third Kind;5379460;166000000;337700000;20000000;Original
12/03/2004;Closer;7707972;33987757;115476509;35000000;Adapted
09/18/2009;Cloudy with a Chance of Meatballs;30304648;124870275;139525862;100000000;Adapted
01/18/2008;Cloverfield;40058229;80048433;170764033;25000000;Original
02/27/2004;Club Dread;3035688;5001655;7573551;8500000;Original
07/01/1995;Clueless;NULL;56598476;NULL;13700000;Adapted
01/14/2005;Coach Carter;24182960;67264877;76669806;45000000;Original
09/25/2009;Coco avant Chanel;177339;6113834;50813834;23000000;Real Events
01/05/2007;Code Name: The Cleaner;4244142;8135024;NULL;20000000;Original
12/25/2003;Cold Mountain;14574213;95632614;161632614;80000000;Adapted
08/06/2004;Collateral;24701458;100170152;217670152;60000000;Original
02/08/2002;Collateral Damage;15058432;40048332;78353508;85000000;Original
08/29/2008;College;2153109;4694491;5629618;6000000;Original
08/26/2011;Colombiana;10408176;36665854;64855375;40000000;Original
11/10/2006;Come Early Morning;50160;119452;NULL;6000000;Original
10/04/1985;Commando;7700015;35073978;NULL;10000000;Original
03/09/2001;Company Man;74743;146028;622273;12000000;Original
06/06/1997;Con Air;24131738;101117573;224117573;80000000;Original
08/19/2011;Conan the Barbarian;10021215;21295021;63356133;90000000;Adapted
05/14/1982;Conan the Barbarian;9479373;38264085;NULL;20000000;Adapted
06/29/1984;Conan the Destroyer;6876768;26400000;NULL;18000000;Adapted
12/31/2002;Confessions of a Dangerous Mind;87199;16007718;33013805;29000000;Adapted
02/20/2004;Confessions of a Teenage Drama Queen;9350572;29331068;33051296;15000000;Adapted
04/25/2003;Confidence;4563588;12212417;NULL;15000000;Original
06/09/1995;Congo;24642539;81022333;152022333;50000000;Adapted
04/16/2004;Connie & Carla;3254940;8047525;8047525;20000000;Original
08/08/1997;Conspiracy Theory;19313566;76118990;142783718;80000000;Original
02/18/2005;Constantine;29769098;75976178;230884728;75000000;Comics
07/11/1997;Contact;20584908;100920329;165900000;90000000;Adapted
01/13/2012;Contraband;24349815;66528000;93228000;25000000;Remake
10/10/2007;Control;27674;871577;5645350;6400000;Adapted
08/11/2006;Conversations with Other Women;66157;379418;909061;450000;Original
10/15/2010;Conviction;102351;6797696;10133552;12500000;Real Events
10/01/1993;Cool Runnings;7046648;68856263;155056263;14000000;Real Events
08/15/1997;Cop Land;13510482;44906632;63706632;15000000;Original
02/26/2010;Cop Out;18211126;44875481;55909910;37000000;Original
10/27/1995;Copycat;5170522;32051917;NULL;20000000;Original
11/10/2006;Copying Beethoven;70460;355968;NULL;11000000;Real Events
02/06/2009;Coraline;16849640;75286229;124062750;60000000;Adapted
01/20/2012;Coriolanus;61136;599800;899800;10000000;Adapted
10/12/2001;Corky Romano;9023173;23978402;24400000;11000000;Original
03/27/1998;Couloirs du temps: Les visiteurs 2, Les;NULL;146072;26146072;20000000;Original
12/22/2010;Country Strong;30452;20218921;20551476;15000000;Original
10/09/2009;Couples Retreat;34286740;109205660;172450423;60000000;Original
07/12/1996;Courage Under Fire;12501586;59003384;100833145;46000000;Original
09/30/2011;Courageous;9112839;34522221;34956864;2000000;Original
07/29/2011;Cowboys and Aliens;36431290;100240551;175001224;163000000;Comics
08/04/2000;Coyote Ugly;17319282;60786269;115786269;45000000;Real Events
02/28/2003;Cradle 2 the Grave;16521486;34657731;56434942;25000000;Original
12/08/1999;Cradle Will Rock;93998;2899970;NULL;32000000;Original
09/01/2006;Crank;10457367;27838408;33824696;12000000;Original
10/04/1996;Crash;738339;3357324;NULL;10000000;Adapted
05/06/2005;Crash;9107071;55334418;99396279;7303082;Original
12/16/2009;Crazy Heart;82664;39471742;47417251;8500000;Original
10/22/1999;Crazy in Alabama;1010596;1954202;NULL;15000000;Adapted
07/29/2011;Crazy, Stupid, Love;19104303;84351197;148351197;50000000;Original
06/29/2001;crazy/beautiful;4715060;16929123;19929123;13000000;Original
11/10/1982;Creepshow;5870889;20036244;NULL;8000000;Adapted
05/01/1987;Creepshow 2;3584077;14000000;NULL;3500000;Adapted
05/12/1995;Crimson Tide;18612190;91387195;159387195;55000000;Original
10/31/1997;Critical Care;43380;220175;NULL;12000000;Adapted
09/26/1986;Crocodile Dundee;8038855;174803506;328000000;5000000;Original
04/20/2001;Crocodile Dundee in Los Angeles;7714362;25590119;39393111;25000000;Original
07/12/2002;Crocodile Hunter: Collision Course;9537123;28436931;33436931;12500000;TV
05/13/1994;Crooklyn;4209475;13024170;NULL;14000000;Original
09/01/2006;Crossover;3767567;7009668;NULL;5600000;Original
02/15/2002;Crossroads;14527187;37188667;57000000;12000000;Original
12/08/2000;Crouching Tiger, Hidden Dragon;663205;128067808;213200000;15000000;Adapted
03/05/1999;Cruel Intentions;13020565;38230075;75803716;11000000;Adapted
09/16/2005;Cry Wolf;4428209;10047674;15585495;1000000;Original
02/10/2006;Curious George;14703405;58640119;70114174;50000000;Adapted
02/25/2005;Cursed;9633085;19294901;25114901;35000000;Original
12/22/1995;Cutthroat Island;2371415;10017322;18517322;92000000;Original
06/18/2010;Cyrus;181716;7468936;10039886;7000000;Original
09/14/2007;D-War;5041239;10977721;79915361;32000000;Adapted
03/25/2005;D.E.B.S.;56448;96793;NULL;3500000;Original
08/08/2007;Daddy Day Camp;3402678;13235267;18197398;76000000;Original
05/09/2003;Daddy Day Care;27623580;104148781;164285587;60000000;Original
05/22/2009;Dance Flick;10643536;25662155;32092761;25000000;Original
09/22/2000;Dancer in the Dark;91612;4157491;45557491;12500000;Original
05/01/1998;Dancer, Texas Pop. 81;87983;574838;NULL;2300000;Original
11/09/1990;Dances with Wolves;598257;184208842;424200000;19000000;Adapted
12/21/1988;Dangerous Liaisons;NULL;34700000;NULL;14000000;Adapted
02/07/1997;Dante's Peak;18479435;67163857;178200000;115000000;Original
02/14/2003;Daredevil;40310418;102543518;182782518;80000000;Comics
09/28/1990;Dark Angel;1912421;4372561;NULL;7000000;Original
